TransactionID,Date,AccountID,CustomerID,ProductID,TransactionType,TransactionChannel,Amount,Status
TXN003535,2025-11-09,ACC00714,CUST00442,PRD012,Credit,Net Banking,12644.63,Success
TXN003536,2024-01-23,ACC00837,CUST00708,PRD004,Credit,Net Banking,277.15,Success
TXN003537,2025-12-29,ACC00594,CUST00128,PRD014,Credit,UPI,37688.15,Success
TXN003538,2025-07-15,ACC00878,CUST00191,PRD013,Debit,UPI,14948.99,Success
TXN003539,2025-12-25,ACC00803,CUST00415,PRD014,Debit,UPI,19598.78,Success
TXN003540,2025-04-11,ACC00635,CUST00757,PRD002,Credit,Mobile App,8991.0,Success
TXN003541,2025-07-20,ACC00100,CUST00418,PRD001,Debit,UPI,6227.87,Success
TXN003542,2025-11-30,ACC00368,CUST00416,PRD011,Debit,Mobile App,422393.2,Success
TXN003543,2025-10-20,ACC00279,CUST00268,PRD007,Debit,Mobile App,801.51,Success
TXN003544,2025-08-22,ACC00816,CUST00760,PRD016,Credit,Mobile App,16288.91,Failed
TXN003545,2024-12-29,ACC00372,CUST00251,PRD002,Credit,UPI,4509.52,Success
TXN003546,2025-09-09,ACC00751,CUST00270,PRD002,Credit,ATM,20443.31,Success
TXN003547,2024-07-19,ACC00995,CUST00691,PRD013,Debit,UPI,31360.87,Success
TXN003548,2025-11-27,ACC00723,CUST00339,PRD014,Debit,POS,44636.36,Success
TXN003549,2024-06-11,ACC00120,CUST00124,PRD010,Credit,ATM,163814.28,Success
TXN003550,2025-01-17,ACC00307,CUST00048,PRD015,Debit,UPI,3198.55,Success
TXN003551,2023-07-23,ACC00752,CUST00558,PRD002,Credit,Mobile App,12311.33,Success
TXN003552,2025-08-11,ACC00217,CUST00470,PRD013,Credit,UPI,10822.27,Success
TXN003553,2025-09-27,ACC00524,CUST00226,PRD006,Credit,ATM,6656.1,Success
TXN003554,2024-12-02,ACC00159,CUST00271,PRD009,Credit,UPI,382389.36,Success
TXN003555,2023-09-12,ACC00432,CUST00133,PRD012,Credit,UPI,1569.58,Success
TXN003556,2025-03-25,ACC00351,CUST00298,PRD011,Credit,Net Banking,213023.33,Success
TXN003557,2025-07-10,ACC00003,CUST00180,PRD010,Debit,ATM,311269.84,Success
TXN003558,2025-01-14,ACC00777,CUST00691,PRD001,Debit,Branch,4411.02,Success
TXN003559,2025-08-13,ACC00525,CUST00025,PRD004,Debit,ATM,12777.77,Failed
TXN003560,2025-11-21,ACC00153,CUST00638,PRD005,Debit,ATM,8830.06,Success
TXN003561,2025-11-03,ACC00893,CUST00750,PRD009,Debit,UPI,177752.61,Success
TXN003562,2025-12-22,ACC00882,CUST00138,PRD011,Debit,Mobile App,79177.22,Success
TXN003563,2025-07-14,ACC00976,CUST00521,PRD004,Credit,UPI,10677.97,Success
TXN003564,2025-06-04,ACC00286,CUST00417,PRD002,Debit,Mobile App,2730.89,Success
TXN003565,2023-03-07,ACC00187,CUST00048,PRD009,Credit,ATM,366004.78,Success
TXN003566,2024-02-15,ACC00122,CUST00099,PRD009,Debit,UPI,303510.86,Failed
TXN003567,2025-05-29,ACC00595,CUST00554,PRD013,Debit,Branch,10674.55,Success
TXN003568,2024-04-15,ACC00365,CUST00179,PRD012,Credit,Net Banking,25842.48,Success
TXN003569,2025-02-18,ACC00787,CUST00649,PRD006,Debit,UPI,11924.92,Success
TXN003570,2023-02-06,ACC00482,CUST00692,PRD016,Credit,UPI,309.88,Success
TXN003571,2025-04-01,ACC00043,CUST00457,PRD002,Credit,Branch,8792.75,Failed
TXN003572,2025-02-10,ACC00999,CUST00547,PRD014,Debit,Mobile App,1648.01,Success
TXN003573,2023-11-12,ACC00752,CUST00558,PRD014,Debit,UPI,39482.45,Success
TXN003574,2025-03-20,ACC00747,CUST00453,PRD003,Debit,Branch,426743.55,Success
TXN003575,2024-12-12,ACC00385,CUST00185,PRD010,Debit,UPI,36728.1,Success
TXN003576,2024-07-08,ACC00973,CUST00125,PRD004,Debit,Mobile App,6786.42,Success
TXN003577,2025-03-14,ACC00721,CUST00536,PRD009,Credit,UPI,257479.0,Success
TXN003578,2025-12-10,ACC00016,CUST00394,PRD002,Debit,Net Banking,5455.78,Success
TXN003579,2025-04-12,ACC00782,CUST00064,PRD008,Credit,POS,13815.87,Success
TXN003580,2025-12-06,ACC00698,CUST00748,PRD011,Credit,Mobile App,168591.86,Success
TXN003581,2025-11-16,ACC00539,CUST00443,PRD003,Debit,Branch,152982.97,Success
TXN003582,2024-12-02,ACC00906,CUST00337,PRD010,Debit,UPI,287850.05,Success
TXN003583,2025-04-14,ACC00160,CUST00708,PRD002,Credit,UPI,23339.22,Success
TXN003584,2025-11-02,ACC00573,CUST00220,PRD001,Credit,UPI,24797.21,Success
TXN003585,2025-11-02,ACC00424,CUST00440,PRD009,Debit,Net Banking,26714.61,Success
TXN003586,2024-04-17,ACC00958,CUST00590,PRD009,Debit,Net Banking,102747.84,Success
TXN003587,2024-08-13,ACC00129,CUST00635,PRD009,Credit,Mobile App,37014.1,Success
TXN003588,2025-09-19,ACC00454,CUST00033,PRD001,Credit,Mobile App,9598.91,Success
TXN003589,2024-11-10,ACC00102,CUST00058,PRD014,Credit,UPI,22708.22,Success
TXN003590,2025-09-17,ACC00560,CUST00693,PRD013,Debit,UPI,39062.28,Success
TXN003591,2025-01-22,ACC00330,CUST00791,PRD011,Credit,UPI,207643.39,Success
TXN003592,2025-11-07,ACC00620,CUST00135,PRD006,Debit,Net Banking,9073.74,Success
TXN003593,2024-12-22,ACC00339,CUST00164,PRD004,Credit,Mobile App,8540.21,Success
TXN003594,2023-04-01,ACC00682,CUST00596,PRD004,Credit,UPI,12423.83,Success
TXN003595,2023-12-19,ACC00625,CUST00235,PRD013,Credit,POS,1110.05,Success
TXN003596,2025-09-17,ACC00415,CUST00724,PRD011,Debit,UPI,110963.15,Success
TXN003597,2025-08-15,ACC00592,CUST00778,PRD011,Debit,Net Banking,64891.61,Success
TXN003598,2025-11-05,ACC00708,CUST00524,PRD015,Credit,ATM,18606.79,Success
TXN003599,2024-07-27,ACC00061,CUST00510,PRD010,Credit,UPI,88416.82,Success
TXN003600,2023-01-01,ACC00864,CUST00731,PRD008,Credit,ATM,21766.46,Success
TXN003601,2025-03-16,ACC00722,CUST00651,PRD005,Debit,UPI,2885.68,Success
TXN003602,2025-10-25,ACC00647,CUST00347,PRD010,Credit,Mobile App,496548.8,Success
TXN003603,2024-07-08,ACC00142,CUST00542,PRD001,Credit,ATM,7729.19,Success
TXN003604,2023-08-12,ACC00895,CUST00687,PRD004,Credit,POS,5717.01,Success
TXN003605,2024-12-25,ACC00686,CUST00596,PRD004,Credit,ATM,3380.44,Failed
TXN003606,2025-07-25,ACC00659,CUST00363,PRD002,Credit,UPI,3687.36,Success
TXN003607,2025-08-21,ACC00995,CUST00691,PRD008,Credit,Branch,2148.83,Success
TXN003608,2025-10-19,ACC00793,CUST00456,PRD001,Debit,Branch,523.74,Success
TXN003609,2023-12-30,ACC00978,CUST00172,PRD010,Credit,Net Banking,424433.63,Success
TXN003610,2024-07-31,ACC00080,CUST00627,PRD005,Debit,UPI,16892.63,Success
TXN003611,2025-11-30,ACC00039,CUST00392,PRD007,Credit,Mobile App,5693.77,Success
TXN003612,2024-04-16,ACC00545,CUST00067,PRD012,Credit,Mobile App,30332.56,Success
TXN003613,2025-04-17,ACC00834,CUST00520,PRD014,Credit,Mobile App,34017.8,Failed
TXN003614,2023-09-26,ACC00836,CUST00598,PRD013,Credit,UPI,29425.13,Success
TXN003615,2023-12-15,ACC00545,CUST00067,PRD007,Credit,UPI,2746.89,Success
TXN003616,2024-07-05,ACC00756,CUST00505,PRD003,Debit,UPI,299092.25,Failed
TXN003617,2025-02-02,ACC00391,CUST00594,PRD011,Debit,UPI,442804.27,Success
TXN003618,2025-03-19,ACC00486,CUST00315,PRD016,Debit,Net Banking,20078.11,Success
TXN003619,2024-11-29,ACC00972,CUST00663,PRD002,Debit,UPI,19799.98,Success
TXN003620,2025-04-23,ACC00028,CUST00761,PRD004,Debit,Mobile App,5425.96,Success
TXN003621,2025-05-05,ACC00346,CUST00678,PRD011,Credit,UPI,272249.07,Success
TXN003622,2024-12-19,ACC00083,CUST00091,PRD013,Credit,UPI,11920.7,Success
TXN003623,2025-12-11,ACC00937,CUST00739,PRD007,Debit,Mobile App,14157.42,Success
TXN003624,2025-08-29,ACC00069,CUST00587,PRD016,Debit,Mobile App,14224.62,Success
TXN003625,2025-10-04,ACC00743,CUST00793,PRD011,Credit,UPI,294214.69,Success
TXN003626,2025-07-12,ACC00567,CUST00055,PRD003,Debit,Mobile App,448992.24,Success
TXN003627,2024-07-07,ACC00836,CUST00598,PRD012,Debit,UPI,31453.7,Failed
TXN003628,2025-11-13,ACC00234,CUST00576,PRD014,Debit,Net Banking,14290.82,Failed
TXN003629,2025-02-25,ACC00638,CUST00365,PRD003,Credit,Mobile App,476280.29,Success
TXN003630,2025-09-29,ACC00125,CUST00308,PRD002,Credit,UPI,13241.82,Success
TXN003631,2025-10-09,ACC00693,CUST00441,PRD010,Credit,Mobile App,430727.82,Success
TXN003632,2025-03-11,ACC00835,CUST00225,PRD015,Credit,POS,18198.64,Success
TXN003633,2024-12-12,ACC00697,CUST00146,PRD001,Debit,Net Banking,9046.06,Success
TXN003634,2023-10-31,ACC00077,CUST00474,PRD008,Credit,ATM,149.26,Success
TXN003635,2025-04-10,ACC00140,CUST00754,PRD005,Credit,Mobile App,19852.66,Success
TXN003636,2025-12-24,ACC00139,CUST00611,PRD010,Debit,POS,304996.97,Success
TXN003637,2024-10-13,ACC00669,CUST00113,PRD004,Debit,UPI,19226.14,Success
TXN003638,2023-09-21,ACC00008,CUST00624,PRD012,Debit,UPI,20606.59,Success
TXN003639,2025-03-06,ACC00612,CUST00476,PRD010,Credit,Mobile App,64325.73,Success
TXN003640,2025-01-24,ACC00715,CUST00693,PRD011,Debit,Net Banking,132846.53,Success
TXN003641,2024-11-23,ACC00416,CUST00222,PRD014,Debit,UPI,41667.63,Success
TXN003642,2025-09-15,ACC00049,CUST00574,PRD013,Debit,Branch,23261.64,Success
TXN003643,2024-04-27,ACC00390,CUST00253,PRD002,Debit,UPI,19899.4,Success
TXN003644,2025-02-12,ACC00721,CUST00536,PRD014,Credit,Mobile App,4568.92,Success
TXN003645,2025-02-07,ACC00580,CUST00719,PRD016,Debit,Branch,24999.38,Success
TXN003646,2025-03-09,ACC00199,CUST00415,PRD013,Credit,UPI,30037.9,Success
TXN003647,2025-08-20,ACC00913,CUST00503,PRD006,Debit,Mobile App,5556.04,Success
TXN003648,2025-08-02,ACC00137,CUST00132,PRD014,Credit,ATM,12593.77,Success
TXN003649,2024-04-22,ACC00501,CUST00051,PRD016,Credit,Branch,2220.56,Success
TXN003650,2025-03-02,ACC00157,CUST00045,PRD008,Credit,Mobile App,17388.14,Success
TXN003651,2024-09-10,ACC00449,CUST00420,PRD005,Credit,UPI,20140.91,Success
TXN003652,2025-05-08,ACC00473,CUST00640,PRD008,Credit,UPI,20142.5,Success
TXN003653,2024-06-22,ACC00204,CUST00426,PRD015,Debit,UPI,19089.71,Success
TXN003654,2025-12-14,ACC00591,CUST00184,PRD007,Credit,Mobile App,9439.04,Success
TXN003655,2025-12-13,ACC00036,CUST00217,PRD007,Debit,Mobile App,22275.21,Success
TXN003656,2025-12-22,ACC00536,CUST00338,PRD016,Credit,Mobile App,17931.24,Success
TXN003657,2025-07-19,ACC00766,CUST00524,PRD013,Credit,Mobile App,32376.14,Success
TXN003658,2025-08-03,ACC00301,CUST00260,PRD001,Credit,UPI,22765.22,Success
TXN003659,2025-11-25,ACC00318,CUST00349,PRD012,Debit,UPI,11513.36,Success
TXN003660,2024-10-06,ACC00216,CUST00631,PRD008,Credit,Branch,128.1,Success
TXN003661,2025-06-10,ACC00199,CUST00415,PRD007,Debit,UPI,8731.6,Success
TXN003662,2023-02-12,ACC00927,CUST00673,PRD013,Debit,Mobile App,45289.31,Success
TXN003663,2025-12-07,ACC00889,CUST00209,PRD012,Credit,Net Banking,48561.48,Success
TXN003664,2024-02-26,ACC00698,CUST00748,PRD015,Credit,UPI,8676.58,Failed
TXN003665,2025-09-06,ACC00439,CUST00097,PRD014,Credit,UPI,31177.87,Success
TXN003666,2025-05-01,ACC00707,CUST00527,PRD007,Debit,Mobile App,17560.37,Success
TXN003667,2024-03-07,ACC00092,CUST00137,PRD015,Credit,UPI,1829.14,Success
TXN003668,2023-10-07,ACC00785,CUST00127,PRD004,Credit,Mobile App,14155.07,Success
TXN003669,2025-11-27,ACC00017,CUST00260,PRD015,Credit,ATM,22095.9,Success
TXN003670,2025-12-01,ACC00220,CUST00676,PRD014,Credit,Mobile App,13592.86,Success
TXN003671,2025-09-29,ACC00405,CUST00233,PRD004,Credit,UPI,6133.34,Success
TXN003672,2024-11-04,ACC00341,CUST00315,PRD003,Credit,UPI,441909.77,Success
TXN003673,2025-05-03,ACC00377,CUST00069,PRD001,Debit,UPI,14238.18,Success
TXN003674,2025-08-31,ACC00975,CUST00146,PRD004,Debit,Mobile App,2330.33,Success
TXN003675,2025-04-18,ACC00738,CUST00146,PRD004,Credit,Branch,17911.72,Failed
TXN003676,2025-10-11,ACC00499,CUST00581,PRD008,Credit,Net Banking,8195.05,Success
TXN003677,2025-04-01,ACC00938,CUST00448,PRD004,Debit,Net Banking,24341.49,Success
TXN003678,2025-04-08,ACC00580,CUST00719,PRD008,Credit,UPI,21895.45,Success
TXN003679,2024-11-09,ACC00437,CUST00242,PRD011,Debit,ATM,221101.72,Failed
TXN003680,2025-10-22,ACC00319,CUST00630,PRD003,Credit,Mobile App,483868.58,Success
TXN003681,2025-11-28,ACC00606,CUST00407,PRD013,Credit,UPI,18614.57,Success
TXN003682,2025-01-10,ACC00490,CUST00050,PRD011,Debit,Net Banking,482738.66,Failed
TXN003683,2025-11-29,ACC00679,CUST00637,PRD011,Credit,ATM,187866.72,Success
TXN003684,2024-12-07,ACC00048,CUST00348,PRD007,Debit,UPI,13415.48,Failed
TXN003685,2024-12-08,ACC00583,CUST00356,PRD001,Credit,UPI,17016.78,Success
TXN003686,2025-03-25,ACC00965,CUST00720,PRD016,Debit,Net Banking,11381.27,Success
TXN003687,2025-07-11,ACC00702,CUST00259,PRD002,Credit,UPI,20250.07,Success
TXN003688,2023-10-06,ACC00947,CUST00735,PRD005,Debit,Branch,23822.32,Success
TXN003689,2025-06-07,ACC00563,CUST00705,PRD010,Debit,UPI,464766.95,Success
TXN003690,2025-11-08,ACC00087,CUST00517,PRD006,Debit,ATM,13689.86,Success
TXN003691,2025-07-10,ACC00247,CUST00476,PRD012,Debit,ATM,15025.86,Success
TXN003692,2025-06-27,ACC00275,CUST00755,PRD016,Credit,UPI,1596.23,Success
TXN003693,2025-12-23,ACC00642,CUST00740,PRD012,Credit,UPI,46666.14,Success
TXN003694,2025-03-02,ACC00262,CUST00712,PRD002,Debit,UPI,24836.2,Success
TXN003695,2025-12-08,ACC00515,CUST00519,PRD006,Debit,UPI,6869.69,Success
TXN003696,2024-03-11,ACC00703,CUST00047,PRD002,Credit,UPI,21979.76,Success
TXN003697,2025-05-23,ACC00549,CUST00778,PRD004,Debit,Mobile App,3855.32,Failed
TXN003698,2025-09-13,ACC00143,CUST00127,PRD004,Credit,Mobile App,15154.57,Success
TXN003699,2024-07-21,ACC00094,CUST00370,PRD012,Debit,UPI,39389.91,Success
TXN003700,2025-05-31,ACC00337,CUST00391,PRD002,Credit,UPI,20045.64,Success
TXN003701,2024-06-12,ACC00390,CUST00253,PRD003,Debit,UPI,341878.7,Success
TXN003702,2025-12-21,ACC00822,CUST00206,PRD007,Debit,Net Banking,2099.67,Success
TXN003703,2025-08-01,ACC00444,CUST00677,PRD006,Credit,UPI,10782.96,Success
TXN003704,2025-06-03,ACC00889,CUST00209,PRD002,Credit,UPI,7258.76,Success
TXN003705,2025-12-22,ACC00457,CUST00530,PRD007,Debit,Mobile App,1712.84,Success
TXN003706,2025-12-12,ACC00367,CUST00197,PRD002,Debit,Mobile App,677.66,Success
TXN003707,2025-11-09,ACC00398,CUST00376,PRD009,Credit,UPI,186712.01,Success
TXN003708,2025-06-01,ACC00595,CUST00554,PRD006,Credit,UPI,2368.59,Success
TXN003709,2024-03-26,ACC00947,CUST00735,PRD003,Debit,UPI,379880.9,Success
TXN003710,2025-09-09,ACC00695,CUST00403,PRD001,Credit,Net Banking,829.76,Success
TXN003711,2025-09-25,ACC00180,CUST00527,PRD012,Debit,UPI,47577.56,Success
TXN003712,2024-07-28,ACC00385,CUST00185,PRD001,Credit,ATM,3642.71,Success
TXN003713,2025-12-17,ACC00314,CUST00260,PRD009,Debit,Mobile App,45378.26,Success
TXN003714,2025-10-02,ACC00414,CUST00616,PRD015,Credit,UPI,5120.95,Failed
TXN003715,2025-05-05,ACC00090,CUST00503,PRD008,Debit,Mobile App,15149.33,Success
TXN003716,2023-06-06,ACC00905,CUST00585,PRD006,Debit,UPI,907.6,Success
TXN003717,2025-11-04,ACC00762,CUST00765,PRD004,Credit,UPI,20350.96,Failed
TXN003718,2025-12-13,ACC00238,CUST00625,PRD013,Credit,Net Banking,5395.62,Success
TXN003719,2025-11-23,ACC00827,CUST00746,PRD001,Debit,Net Banking,1235.12,Success
TXN003720,2024-03-08,ACC00732,CUST00522,PRD011,Debit,ATM,444370.92,Success
TXN003721,2025-11-08,ACC00802,CUST00023,PRD002,Credit,POS,17910.7,Success
TXN003722,2025-10-26,ACC00150,CUST00524,PRD012,Debit,POS,13289.34,Success
TXN003723,2023-05-08,ACC00925,CUST00436,PRD011,Debit,UPI,243996.48,Failed
TXN003724,2025-07-05,ACC00883,CUST00095,PRD014,Debit,ATM,31619.97,Success
TXN003725,2025-12-05,ACC00398,CUST00376,PRD013,Credit,POS,17216.01,Success
TXN003726,2025-04-28,ACC00609,CUST00305,PRD012,Credit,UPI,8740.16,Success
TXN003727,2025-12-06,ACC00293,CUST00795,PRD003,Debit,ATM,377445.14,Success
TXN003728,2025-06-25,ACC00746,CUST00398,PRD009,Credit,Net Banking,46994.29,Success
TXN003729,2023-07-06,ACC00436,CUST00354,PRD013,Credit,UPI,21624.22,Success
TXN003730,2025-05-21,ACC00448,CUST00212,PRD010,Debit,Mobile App,245591.19,Success
TXN003731,2025-10-11,ACC00801,CUST00668,PRD016,Debit,UPI,14933.48,Success
TXN003732,2025-02-08,ACC00355,CUST00121,PRD009,Debit,Mobile App,250938.45,Success
TXN003733,2025-07-04,ACC00386,CUST00751,PRD014,Debit,Mobile App,41956.31,Success
TXN003734,2025-11-04,ACC00625,CUST00235,PRD012,Credit,ATM,5749.1,Success
TXN003735,2025-10-09,ACC00593,CUST00602,PRD008,Debit,UPI,471.62,Success
TXN003736,2025-10-27,ACC00028,CUST00761,PRD013,Debit,Mobile App,23543.34,Success
TXN003737,2024-10-06,ACC00906,CUST00337,PRD007,Debit,UPI,6496.64,Success
TXN003738,2023-03-06,ACC00409,CUST00610,PRD008,Debit,UPI,5410.85,Success
TXN003739,2023-07-20,ACC00564,CUST00760,PRD010,Credit,UPI,78340.0,Failed
TXN003740,2025-06-11,ACC00821,CUST00432,PRD002,Debit,Net Banking,16755.35,Success
TXN003741,2023-10-11,ACC00269,CUST00367,PRD002,Credit,UPI,10020.43,Success
TXN003742,2025-11-20,ACC00402,CUST00574,PRD015,Credit,UPI,17097.71,Success
TXN003743,2024-03-23,ACC00495,CUST00372,PRD006,Credit,Mobile App,14493.8,Success
TXN003744,2024-11-17,ACC00411,CUST00378,PRD012,Debit,Branch,47010.35,Success
TXN003745,2024-11-14,ACC00768,CUST00048,PRD013,Debit,UPI,6214.28,Success
TXN003746,2025-12-11,ACC00593,CUST00602,PRD007,Credit,UPI,1910.22,Success
TXN003747,2025-11-26,ACC00966,CUST00570,PRD014,Credit,UPI,2797.82,Success
TXN003748,2023-11-17,ACC00763,CUST00295,PRD012,Debit,ATM,13272.37,Success
TXN003749,2025-09-02,ACC00883,CUST00095,PRD011,Debit,UPI,379067.65,Success
TXN003750,2023-12-14,ACC00938,CUST00448,PRD014,Credit,Mobile App,7279.2,Success
TXN003751,2024-09-29,ACC00604,CUST00034,PRD010,Debit,UPI,31320.84,Success
TXN003752,2025-05-14,ACC00823,CUST00300,PRD014,Credit,UPI,40563.76,Success
TXN003753,2025-03-26,ACC00633,CUST00671,PRD010,Credit,UPI,42488.35,Success
TXN003754,2025-12-06,ACC00853,CUST00693,PRD008,Credit,Branch,18020.41,Success
TXN003755,2025-09-23,ACC00098,CUST00241,PRD007,Debit,Net Banking,17487.32,Failed
TXN003756,2023-07-31,ACC00725,CUST00303,PRD012,Credit,Net Banking,43452.93,Success
TXN003757,2025-05-16,ACC00645,CUST00494,PRD009,Debit,UPI,63543.31,Success
TXN003758,2023-01-06,ACC00174,CUST00141,PRD016,Credit,UPI,19050.25,Success
TXN003759,2025-05-23,ACC00088,CUST00236,PRD007,Debit,Mobile App,3971.16,Success
TXN003760,2025-12-26,ACC00017,CUST00260,PRD012,Debit,ATM,42848.38,Success
TXN003761,2024-08-26,ACC00532,CUST00239,PRD006,Credit,Mobile App,8091.7,Success
TXN003762,2024-07-25,ACC00467,CUST00169,PRD014,Debit,ATM,38636.21,Success
TXN003763,2023-08-05,ACC00183,CUST00338,PRD007,Debit,Branch,2552.17,Success
TXN003764,2024-10-19,ACC00667,CUST00357,PRD012,Credit,UPI,25581.14,Success
TXN003765,2025-12-25,ACC00979,CUST00375,PRD005,Credit,UPI,23478.32,Success
TXN003766,2025-04-13,ACC00768,CUST00048,PRD004,Credit,Net Banking,4103.33,Success
TXN003767,2025-12-08,ACC00300,CUST00176,PRD014,Debit,UPI,14989.58,Success
TXN003768,2025-11-10,ACC00538,CUST00098,PRD009,Debit,ATM,154488.13,Success
TXN003769,2025-08-09,ACC00727,CUST00228,PRD001,Debit,Mobile App,1709.98,Success
TXN003770,2024-09-01,ACC00113,CUST00602,PRD006,Credit,Mobile App,12551.0,Success
TXN003771,2025-09-24,ACC00771,CUST00642,PRD013,Credit,UPI,32790.77,Success
TXN003772,2025-11-27,ACC00707,CUST00527,PRD013,Debit,Mobile App,33396.68,Success
TXN003773,2025-12-30,ACC00917,CUST00771,PRD007,Credit,UPI,24469.63,Success
TXN003774,2025-10-11,ACC00694,CUST00550,PRD002,Debit,Net Banking,7483.02,Success
TXN003775,2025-12-18,ACC00727,CUST00228,PRD013,Credit,UPI,35431.05,Success
TXN003776,2025-08-31,ACC00172,CUST00649,PRD007,Debit,UPI,4401.68,Success
TXN003777,2025-04-09,ACC00413,CUST00418,PRD007,Credit,Net Banking,10130.38,Success
TXN003778,2023-03-04,ACC00767,CUST00400,PRD016,Credit,Mobile App,20864.25,Success
TXN003779,2023-12-02,ACC00735,CUST00288,PRD007,Debit,Mobile App,3489.06,Success
TXN003780,2023-12-28,ACC00613,CUST00646,PRD005,Credit,ATM,3681.04,Success
TXN003781,2023-11-23,ACC00894,CUST00027,PRD016,Debit,ATM,23582.67,Success
TXN003782,2024-02-21,ACC00387,CUST00590,PRD013,Credit,Mobile App,24056.46,Success
TXN003783,2025-02-03,ACC00942,CUST00379,PRD012,Debit,UPI,44709.27,Success
TXN003784,2025-07-03,ACC00433,CUST00541,PRD009,Credit,Mobile App,45016.75,Success
TXN003785,2025-09-19,ACC00809,CUST00356,PRD016,Debit,Net Banking,12973.61,Success
TXN003786,2024-03-18,ACC00221,CUST00737,PRD013,Debit,POS,12070.92,Success
TXN003787,2025-08-05,ACC00009,CUST00297,PRD004,Credit,UPI,5959.39,Success
TXN003788,2025-11-22,ACC00974,CUST00404,PRD016,Credit,Net Banking,23595.4,Success
TXN003789,2024-10-26,ACC00701,CUST00365,PRD010,Debit,UPI,220697.62,Success
TXN003790,2025-03-04,ACC00977,CUST00140,PRD001,Credit,Branch,11289.36,Success
TXN003791,2024-07-26,ACC00973,CUST00125,PRD014,Debit,Net Banking,34249.67,Success
TXN003792,2025-03-24,ACC00874,CUST00686,PRD016,Debit,Mobile App,11894.88,Success
TXN003793,2024-11-08,ACC00863,CUST00298,PRD002,Debit,Mobile App,8672.12,Success
TXN003794,2025-09-09,ACC00481,CUST00637,PRD004,Credit,ATM,21580.11,Success
TXN003795,2024-06-04,ACC00021,CUST00211,PRD004,Credit,Net Banking,21142.45,Success
TXN003796,2025-05-28,ACC00866,CUST00701,PRD015,Credit,ATM,3342.92,Success
TXN003797,2024-01-26,ACC00635,CUST00757,PRD013,Debit,UPI,9184.34,Success
TXN003798,2025-12-27,ACC00610,CUST00349,PRD014,Debit,Mobile App,4213.06,Success
TXN003799,2025-11-16,ACC00993,CUST00174,PRD005,Debit,UPI,10705.57,Success
TXN003800,2024-05-20,ACC00019,CUST00634,PRD004,Credit,Mobile App,1524.43,Success
TXN003801,2024-03-11,ACC00431,CUST00377,PRD008,Credit,Mobile App,2939.1,Success
TXN003802,2024-01-30,ACC00311,CUST00362,PRD014,Credit,Mobile App,12018.1,Success
TXN003803,2023-02-20,ACC00411,CUST00378,PRD016,Credit,Branch,23888.31,Success
TXN003804,2025-06-03,ACC00269,CUST00367,PRD003,Credit,Mobile App,109846.62,Success
TXN003805,2023-12-11,ACC00132,CUST00199,PRD009,Debit,Net Banking,492294.53,Failed
TXN003806,2025-11-25,ACC00875,CUST00202,PRD010,Debit,UPI,447432.05,Failed
TXN003807,2024-10-26,ACC00780,CUST00001,PRD004,Credit,UPI,2028.06,Success
TXN003808,2025-06-07,ACC00474,CUST00146,PRD001,Credit,UPI,11667.37,Success
TXN003809,2024-12-15,ACC00996,CUST00670,PRD015,Debit,UPI,24945.03,Success
TXN003810,2024-05-04,ACC00169,CUST00548,PRD005,Credit,UPI,1079.51,Success
TXN003811,2025-05-21,ACC00724,CUST00098,PRD004,Credit,UPI,14624.23,Success
TXN003812,2025-10-16,ACC00665,CUST00041,PRD015,Credit,Mobile App,6419.75,Success
TXN003813,2025-11-01,ACC00726,CUST00469,PRD016,Credit,Mobile App,21589.33,Success
TXN003814,2025-12-23,ACC00757,CUST00344,PRD003,Credit,Mobile App,227951.0,Success
TXN003815,2025-12-03,ACC00870,CUST00160,PRD012,Credit,Mobile App,47916.18,Success
TXN003816,2025-12-08,ACC00279,CUST00268,PRD007,Credit,UPI,6576.73,Success
TXN003817,2025-07-26,ACC00005,CUST00442,PRD012,Credit,UPI,40972.37,Success
TXN003818,2025-10-31,ACC00016,CUST00394,PRD015,Debit,UPI,18480.19,Success
TXN003819,2023-08-02,ACC00272,CUST00129,PRD001,Credit,Mobile App,18976.95,Success
TXN003820,2025-02-08,ACC00573,CUST00220,PRD009,Credit,ATM,294844.12,Success
TXN003821,2024-07-23,ACC00800,CUST00040,PRD007,Debit,UPI,7531.78,Success
TXN003822,2025-01-28,ACC00480,CUST00191,PRD011,Debit,ATM,418613.68,Success
TXN003823,2025-08-05,ACC00938,CUST00448,PRD014,Debit,Mobile App,41291.11,Success
TXN003824,2024-11-10,ACC00821,CUST00432,PRD007,Debit,UPI,8961.85,Success
TXN003825,2023-12-19,ACC00113,CUST00602,PRD011,Credit,Mobile App,320768.87,Success
TXN003826,2025-07-07,ACC00687,CUST00161,PRD008,Credit,Mobile App,21493.15,Success
TXN003827,2023-11-26,ACC00330,CUST00791,PRD004,Credit,ATM,12429.53,Success
TXN003828,2025-10-01,ACC00328,CUST00349,PRD015,Credit,Mobile App,4324.19,Success
TXN003829,2024-03-05,ACC00607,CUST00079,PRD011,Debit,Net Banking,291221.48,Success
TXN003830,2024-10-25,ACC00955,CUST00269,PRD006,Debit,UPI,4735.65,Success
TXN003831,2023-07-04,ACC00636,CUST00318,PRD015,Credit,UPI,7552.4,Success
TXN003832,2023-11-11,ACC00596,CUST00514,PRD006,Debit,Mobile App,13601.13,Success
